Player,Pos,Squad,Age,MP,Min,Gls,Ast,xG,SoT
Sorba Thomas,"FW,MF",Nantes,24.0,25,1321,1,3,1.5,1
Adrien Thomasson,MF,Lens,30.0,33,2615,3,7,5.9,11
Morten Thorsby,"MF,FW",Genoa,28.0,30,1898,0,1,2.8,6
Khéphren Thuram,MF,Juventus,23.0,35,2326,4,5,3.5,10
Marcus Thuram,FW,Inter,26.0,31,2200,14,4,9.9,27
Cheikh Tidiane Niasse,MF,Hellas Verona,24.0,11,755,0,0,0.4,1
Youri Tielemans,MF,Aston Villa,27.0,36,3026,3,7,3.3,12
Kieran Tierney,"DF,FW",Arsenal,27.0,13,259,1,0,0.4,1
Phillip Tietz,FW,Augsburg,27.0,34,1686,7,2,6.1,19
Jurriën Timber,DF,Arsenal,23.0,30,2417,1,3,1.2,4
Jean-Clair Todibo,DF,West Ham,24.0,27,1825,0,0,0.4,0
Harry Toffolo,DF,Nott'ham Forest,28.0,4,137,0,0,0.0,0
Umut Tohumcu,"MF,FW",Hoffenheim,19.0,12,375,0,1,0.1,1
Corentin Tolisso,MF,Lyon,29.0,32,2329,7,4,5.3,18
John Tolkin,"DF,MF",Holstein Kiel,22.0,11,737,0,2,0.1,0
Rafael Tolói,DF,Atalanta,33.0,11,468,0,0,0.1,0
Raúl de Tomás,"DF,FW",Rayo Vallecano,29.0,2,22,0,0,0.0,0
Tiago Tomás,"FW,MF",Wolfsburg,22.0,32,1884,6,1,5.4,20
Takehiro Tomiyasu,DF,Arsenal,25.0,1,7,0,0,0.2,0
Fikayo Tomori,DF,Milan,26.0,22,1593,0,1,0.1,0
Sandro Tonali,MF,Newcastle Utd,24.0,36,2630,4,2,4.4,12
Luka Topalović,MF,Inter,18.0,1,11,0,0,0.0,0
Pablo Torre,"MF,FW",Barcelona,21.0,10,310,3,1,0.4,4
David Torres,DF,Valladolid,21.0,18,1387,0,0,0.3,1
Ferrán Torres,"FW,MF",Barcelona,24.0,27,1106,10,6,8.0,22
Pau Torres,DF,Aston Villa,27.0,24,2020,0,0,0.5,2
Lucas Torró,MF,Osasuna,30.0,35,2957,3,0,2.3,7
Lorenzo Tosto,DF,Empoli,18.0,1,1,0,0,0.0,0
Abdoulaye Touré,MF,Le Havre,30.0,28,2324,10,1,9.4,6
Bazoumana Touré,"FW,MF",Hoffenheim,18.0,13,609,0,3,1.4,5
Birama Touré,"MF,DF",Montpellier,32.0,8,300,0,0,0.0,1
Ousmane Toure,DF,Lille,19.0,1,6,0,0,0.0,0
Souleymane Touré,DF,Udinese,21.0,12,733,1,0,0.4,2
Lucas Tousart,MF,Union Berlin,27.0,15,561,0,1,0.4,5
Conor Townsend,DF,Ipswich Town,31.0,6,335,0,1,0.0,0
Adama Traoré,"FW,MF",Fulham,28.0,36,1772,2,7,4.0,12
Boubacar Traoré,MF,Wolves,22.0,1,1,0,0,0.0,0
Hamari Traoré,DF,Real Sociedad,32.0,11,700,0,1,0.0,0
Omar Traoré,DF,Heidenheim,26.0,30,2616,0,1,0.5,3
Kevin Trapp,GK,Eint Frankfurt,34.0,26,2295,0,0,0.0,0
Mark Travers,GK,Bournemouth,25.0,5,450,0,0,0.0,0
Óscar Trejo,MF,Rayo Vallecano,36.0,19,496,1,0,0.6,2
Philipp Treu,"MF,DF",St. Pauli,23.0,33,2881,0,2,1.2,4
Ryan Trevitt,MF,Brentford,21.0,1,4,0,0,0.0,0
Christopher Trimmel,"DF,MF",Union Berlin,37.0,26,1740,0,3,0.2,3
Kieran Trippier,DF,Newcastle Utd,33.0,25,1309,0,3,0.1,0
Leandro Trossard,FW,Arsenal,29.0,38,2546,8,7,7.2,21
Adrien Truffert,"DF,MF",Rennes,22.0,33,2752,2,2,2.4,10
Kostas Tsimikas,DF,Liverpool,28.0,18,837,0,1,0.4,2
Viktor Tsyhankov,"FW,MF",Girona,26.0,27,1913,2,5,2.8,9
Axel Tuanzebe,DF,Ipswich Town,26.0,22,1710,0,1,0.2,0
Stefano Turati,GK,Monza,22.0,30,2676,0,0,0.0,0
Beñat Turrientes,MF,Real Sociedad,22.0,21,942,0,0,0.6,1
Tuta,"DF,MF",Eint Frankfurt,25.0,30,2274,2,1,1.1,5
Christantus Uche,"FW,MF",Getafe,21.0,33,2486,4,6,3.8,14
Destiny Udogie,DF,Tottenham,21.0,25,1924,0,1,0.3,1
Manuel Ugarte Ribeiro,MF,Manchester Utd,23.0,29,1785,1,2,1.0,4
Lesley Ugochukwu,MF,Southampton,20.0,26,1655,1,1,0.9,1
Lukas Ullrich,DF,Gladbach,20.0,26,1903,1,2,0.9,2
Sven Ulreich,GK,Bayern Munich,35.0,1,90,0,0,0.0,0
Enes Ünal,"FW,MF",Bournemouth,27.0,17,345,2,1,2.7,7
Deniz Undav,"FW,MF",Stuttgart,28.0,27,1726,9,3,11.7,31
Naci Ünüvar,"MF,DF",Espanyol,21.0,2,31,0,0,0.0,0
Dayot Upamecano,DF,Bayern Munich,25.0,20,1759,2,0,1.2,6
Kacper Urbanski,MF,Bologna,19.0,7,247,1,0,0.3,1
Kacper Urbanski,MF,Monza,19.0,8,500,0,0,0.1,1
Jonas Urbig,GK,Bayern Munich,20.0,8,720,0,0,0.0,0
Can Uzun,"MF,FW",Eint Frankfurt,18.0,20,675,4,1,3.0,11
Josha Vagnoman,"DF,MF",Stuttgart,23.0,26,1834,1,1,1.5,6
Lautaro Valenti,DF,Parma,25.0,20,1556,1,0,0.2,2
Óscar Valentín,MF,Rayo Vallecano,29.0,34,1835,0,0,0.4,1
Nicolás Valentini,DF,Hellas Verona,23.0,14,1129,0,0,0.3,0
Germán Valera,MF,Valencia,22.0,8,148,0,0,0.1,2
Emanuele Valeri,DF,Parma,25.0,35,2873,2,6,1.8,4
Martin Valjent,DF,Mallorca,28.0,31,2763,3,0,0.8,5
Álex Valle,DF,Como,20.0,15,1030,0,0,0.3,1
Jesús Vallejo,DF,Real Madrid,27.0,4,138,0,1,0.0,0
Mattia Valoti,MF,Monza,30.0,5,40,0,0,0.0,0
Federico Valverde,"MF,DF",Real Madrid,26.0,36,3032,6,4,2.7,22
Ignace Van Der Brempt,DF,Como,22.0,20,1257,0,1,0.5,3
Siebe Van Der Heyden,"DF,MF",Mallorca,26.0,2,97,0,0,0.0,0
Siebe Van Der Heyden,"DF,MF",St. Pauli,26.0,13,872,1,0,1.7,2
Virgil van Dijk,DF,Liverpool,33.0,37,3330,3,1,2.2,8
Vanderson,DF,Monaco,23.0,29,2064,1,3,2.2,8
Maarten Vandevoordt,GK,RB Leipzig,22.0,6,429,0,0,0.0,0
Jamie Vardy,FW,Leicester City,37.0,35,2823,9,4,11.2,23
Ruben Vargas,"FW,MF",Sevilla,25.0,11,671,2,1,2.0,5
Ruben Vargas,"MF,FW",Augsburg,25.0,8,305,0,0,0.7,1
Nikola Vasilj,GK,St. Pauli,28.0,33,2969,0,0,0.0,0
Devis Vásquez,GK,Empoli,26.0,32,2880,0,0,0.0,0
Johan Vásquez,DF,Genoa,25.0,36,3041,3,0,2.4,8
Denis Vavro,DF,Wolfsburg,28.0,29,2461,2,0,1.4,6
José Luis García Vayá,MF,Valencia,25.0,34,1742,2,2,2.1,4
Robinio Vaz,FW,Marseille,17.0,2,75,0,0,0.5,0
Jesus Vazquez,DF,Valencia,21.0,19,919,0,0,0.1,1
Lucas Vázquez,DF,Real Madrid,33.0,32,2189,1,5,1.4,3
Matías Vecino,MF,Lazio,32.0,20,877,2,3,2.3,4
Danilo Veiga,DF,Lecce,21.0,13,374,0,0,0.6,0
Renato Veiga,"DF,MF",Chelsea,21.0,7,181,0,0,0.1,1
Renato Veiga,DF,Juventus,21.0,13,1093,0,1,1.0,5
Alejo Véliz,FW,Espanyol,20.0,27,1127,1,0,2.3,6
Miloš Veljković,DF,Werder Bremen,28.0,14,1029,0,1,0.6,1
Joël Veltman,DF,Brighton,32.0,21,1697,0,0,0.5,1
Micky van de Ven,DF,Tottenham,23.0,13,1015,0,2,0.6,2
Lorenzo Venturino,"FW,MF",Genoa,18.0,6,167,2,0,0.7,3
Nikolas Veratschnig,"DF,MF",Mainz 05,21.0,15,364,0,0,0.2,1
Bart Verbruggen,GK,Brighton,21.0,36,3240,0,1,0.0,0
Simone Verdi,"MF,FW",Como,32.0,9,115,0,0,0.1,2
Jordan Veretout,MF,Lyon,31.0,27,1553,2,0,1.9,9
Arthur Vermeeren,MF,RB Leipzig,19.0,28,1572,0,2,0.4,1
Yorbe Vertessen,"MF,FW",Union Berlin,23.0,17,718,1,0,1.3,5
Mikel Vesga,MF,Athletic Club,31.0,25,988,0,0,1.2,2
Jannik Vestergaard,DF,Leicester City,31.0,18,1391,0,0,0.1,2
Ben Viadere,MF,Auxerre,18.0,1,5,0,0,0.0,0
Guglielmo Vicario,GK,Tottenham,27.0,24,2160,0,0,0.0,0
Carlos Vicente,"FW,MF",Alavés,25.0,37,3092,5,5,3.5,13
Pau Victor,FW,Barcelona,22.0,21,319,2,1,3.0,8
Nacho Vidal,DF,Osasuna,29.0,5,124,0,0,0.0,0
Gabriel Vidovic,MF,Mainz 05,20.0,1,4,0,0,0.1,0
Gabriel Vidovic,MF,Bayern Munich,20.0,4,24,0,0,0.1,0
Fran Vieites,GK,Betis,25.0,4,360,0,0,0.0,1
Sergio Viera,MF,Las Palmas,19.0,2,96,0,0,0.0,0
Samuele Vignato,MF,Monza,20.0,17,470,0,0,0.3,1
Asier Villalibre,FW,Alavés,26.0,16,333,1,1,1.6,1
Iván Villar,GK,Celta Vigo,27.0,4,360,0,0,0.0,0
Carlos Vinícius,"MF,FW",Fulham,29.0,3,16,0,0,0.0,1
Nicolas Viola,"FW,MF",Cagliari,34.0,27,1267,3,1,2.2,9
Viti,DF,Las Palmas,26.0,29,1982,0,2,0.1,2
Mattia Viti,DF,Empoli,22.0,30,2572,1,0,0.8,2
Vitinha,"FW,MF",Genoa,24.0,25,1328,2,3,1.6,5
Vitinha,MF,Paris S-G,24.0,29,2042,5,1,3.4,12
Daniel Vivian,DF,Athletic Club,25.0,32,2608,4,0,1.9,5
Krapyvtsov Vladyslav,GK,Girona,19.0,2,180,0,0,0.0,0
Dušan Vlahović,FW,Juventus,24.0,29,1784,10,4,12.3,25
Vanja Vlahović,"FW,MF",Atalanta,20.0,3,60,0,0,0.2,1
Nikola Vlašić,"MF,FW",Torino,26.0,30,2117,5,4,3.4,10
Alessandro Vogliacco,DF,Genoa,25.0,12,715,2,0,1.3,2
Alessandro Vogliacco,DF,Parma,25.0,10,772,0,0,0.1,1
Kevin Vogt,DF,Union Berlin,32.0,18,1367,1,0,0.8,0
Mërgim Vojvoda,DF,Torino,29.0,17,1105,0,0,0.4,0
Mërgim Vojvoda,DF,Como,29.0,11,717,1,2,0.2,1
Kevin Volland,"FW,MF",Union Berlin,32.0,4,61,0,0,0.0,0
Aster Vranckx,MF,Wolfsburg,21.0,14,556,0,0,0.0,0
Stefan de Vrij,DF,Inter,32.0,25,1636,3,0,1.1,3
Ibrahima Wadji,"FW,MF",Saint-Étienne,29.0,10,347,0,0,0.8,1
Robert Wagner,MF,St. Pauli,21.0,12,407,0,0,0.1,0
Elye Wahi,FW,Marseille,21.0,13,574,3,1,6.0,9
Elye Wahi,"FW,MF",Eint Frankfurt,21.0,8,196,0,0,1.3,2
Hauke Wahl,DF,St. Pauli,30.0,33,2970,0,0,0.9,4
Kyle Walker,DF,Manchester City,34.0,15,970,0,0,0.1,2
Kyle Walker,DF,Milan,34.0,11,659,0,0,0.0,0
Kyle Walker-Peters,DF,Southampton,27.0,33,2918,0,2,0.8,6
Christian Walton,GK,Ipswich Town,28.0,7,630,0,0,0.0,0
Sebastian Walukiewicz,DF,Torino,24.0,29,1661,0,0,0.4,1
Sebastian Walukiewicz,DF,Empoli,24.0,2,180,0,0,0.0,0
Aaron Wan-Bissaka,DF,West Ham,26.0,36,3154,2,5,1.2,5
Paul Wanner,"MF,FW",Heidenheim,18.0,29,1771,3,2,3.7,5
Danny Ward,GK,Leicester City,31.0,2,135,0,0,0.0,0
Joel Ward,DF,Crystal Palace,34.0,2,71,0,0,0.0,0
James Ward-Prowse,MF,West Ham,29.0,15,1039,1,1,1.6,5
James Ward-Prowse,MF,Nott'ham Forest,29.0,9,400,0,1,0.1,1
Kjell-Arik Wätjen,MF,Dortmund,18.0,2,16,0,0,0.0,0
Ollie Watkins,FW,Aston Villa,28.0,38,2598,16,8,15.3,36
Timothy Weah,"DF,FW",Juventus,24.0,30,1638,5,2,3.4,9
Adam Webster,DF,Brighton,29.0,14,887,0,0,0.2,1
Julian Weigl,MF,Gladbach,28.0,33,2881,0,2,0.7,6
Timon Weiner,GK,Holstein Kiel,25.0,25,2250,0,0,0.0,0
Nelson Weiper,"FW,MF",Mainz 05,19.0,23,704,3,2,4.1,12
Mitchell Weiser,"DF,MF",Werder Bremen,30.0,32,2868,5,9,5.4,15
Noah Weißhaupt,"FW,MF",St. Pauli,22.0,19,1160,1,0,2.1,4
Noah Weißhaupt,FW,Freiburg,22.0,3,80,0,0,0.0,0
Danny Welbeck,FW,Brighton,33.0,30,2115,10,4,9.6,23
Welington,DF,Southampton,23.0,10,482,0,0,0.0,0
Timo Werner,"FW,MF",Tottenham,28.0,18,516,0,3,1.0,3
Adam Wharton,MF,Crystal Palace,20.0,20,1318,0,2,0.4,5
Ben White,DF,Arsenal,26.0,17,1198,0,2,0.5,2
Silvan Widmer,DF,Mainz 05,31.0,27,504,0,1,0.3,1
Mats Wieffer,"DF,MF",Brighton,24.0,25,1015,1,3,0.8,4
Mateusz Wieteska,DF,Cagliari,27.0,5,184,0,0,0.2,0
Caleb Wiley,"DF,MF",Strasbourg,19.0,6,266,0,1,0.0,0
Iñaki Williams,FW,Athletic Club,30.0,35,2652,6,8,7.6,24
Neco Williams,DF,Nott'ham Forest,23.0,35,2594,1,3,2.3,7
Nico Williams,FW,Athletic Club,22.0,29,1996,5,5,4.2,19
Willian,"FW,MF",Fulham,35.0,10,257,0,0,0.3,0
Joe Willock,"MF,FW",Newcastle Utd,24.0,32,1086,0,2,1.6,3
Callum Wilson,FW,Newcastle Utd,32.0,18,370,0,0,0.4,1
Harry Wilson,"FW,MF",Fulham,27.0,25,1162,6,1,4.2,17
Patrick Wimmer,"MF,FW",Wolfsburg,23.0,29,1770,3,4,3.7,10
Jonas Wind,"FW,MF",Wolfsburg,25.0,31,1966,9,3,5.7,11
Harry Winks,MF,Leicester City,28.0,22,1538,0,2,0.2,4
Ben Winterburn,"MF,FW",Bournemouth,19.0,4,24,0,0,0.0,0
Florian Wirtz,"MF,FW",Leverkusen,21.0,31,2351,10,12,9.4,35
Yoane Wissa,FW,Brentford,27.0,35,2919,19,4,18.5,41
Dani de Wit,"MF,FW",Bochum,26.0,28,1153,2,1,2.1,7
Axel Witsel,DF,Atlético Madrid,35.0,14,852,0,1,0.0,0
Maximilian Wittek,DF,Bochum,28.0,33,2706,0,0,1.4,7
Marius Wolf,DF,Augsburg,29.0,32,2144,1,3,0.7,2
Nick Woltemade,"FW,MF",Stuttgart,22.0,28,1622,12,2,10.2,23
Jeong Woo-yeong,"MF,FW",Union Berlin,24.0,23,1263,3,2,2.8,6
Chris Wood,FW,Nott'ham Forest,32.0,36,2959,20,3,13.4,32
Nathan Wood-Gordon,DF,Southampton,22.0,11,773,0,0,0.2,0
Christopher Wooh,DF,Rennes,22.0,20,1456,0,0,1.3,4
Luke Woolfenden,DF,Ipswich Town,25.0,15,1187,0,0,0.0,0
Granit Xhaka,MF,Leverkusen,31.0,33,2888,2,7,0.9,3
Lamine Yamal,FW,Barcelona,17.0,35,2856,9,13,9.8,46
Daniel Yáñez,FW,Real Madrid,17.0,1,2,0,0,0.0,0
Erencan Yardimci,"FW,MF",Hoffenheim,22.0,8,313,0,0,1.0,1
Yehor Yarmoliuk,MF,Brentford,20.0,31,1450,0,0,0.6,2
Ryan Yates,MF,Nott'ham Forest,26.0,35,1915,2,1,2.3,9
John Yeboah,"FW,MF",Venezia,24.0,33,1226,1,1,3.0,10
Bertuğ Yıldırım,FW,Getafe,22.0,22,1083,1,0,2.5,7
Kenan Yıldız,"FW,MF",Juventus,19.0,35,2402,7,4,4.3,22
Leny Yoro,DF,Manchester Utd,18.0,21,1165,0,0,0.7,1
Ashley Young,DF,Everton,39.0,32,1875,1,3,0.3,3
Etienne Youte Kinkoue,DF,Le Havre,22.0,28,2320,0,0,1.3,1
Illia Zabarnyi,DF,Bournemouth,21.0,36,3109,0,1,1.3,1
Eloge Zabi,"DF,MF",Reims,17.0,2,18,0,0,0.0,0
Mattia Zaccagni,FW,Lazio,29.0,34,2686,8,6,6.4,14
Dan-Axel Zagadou,"DF,MF",Stuttgart,25.0,2,29,0,0,0.0,0
Yoram Zague,"DF,FW",Paris S-G,18.0,4,183,0,0,0.1,1
Wilfried Zaha,FW,Lyon,31.0,4,73,0,0,0.1,1
Warren Zaïre-Emery,"MF,DF",Paris S-G,18.0,29,2050,1,2,1.7,7
Miha Zajc,MF,Toulouse,30.0,19,262,0,0,0.2,2
Denis Zakaria,MF,Monaco,27.0,26,2144,6,4,5.2,9
Arsen Zakharyan,"MF,FW",Real Sociedad,21.0,3,73,1,0,0.2,2
Nicola Zalewski,"DF,FW",Roma,22.0,12,533,0,0,0.3,0
Nicola Zalewski,"DF,MF",Inter,22.0,11,435,1,1,0.2,3
Andre-Frank Zambo Anguissa,MF,Napoli,28.0,35,2852,6,4,4.4,12
Francesco Zampano,DF,Venezia,30.0,24,1639,1,2,1.0,4
Nicolò Zaniolo,FW,Fiorentina,25.0,9,343,0,0,0.7,4
Nicolò Zaniolo,"FW,MF",Atalanta,25.0,14,356,2,2,0.9,4
Alessandro Zanoli,"FW,DF",Genoa,23.0,31,1711,1,0,0.4,3
Duván Zapata,FW,Torino,33.0,7,587,3,0,3.4,8
Gabriele Zappa,DF,Cagliari,24.0,37,3060,2,0,0.9,5
Davide Zappacosta,DF,Atalanta,32.0,30,2067,4,2,2.2,12
Bryan Zaragoza,"FW,MF",Osasuna,23.0,27,1836,1,6,2.7,13
Anass Zaroury,"FW,MF",Lens,23.0,28,1405,2,2,1.7,12
Oier Zarraga,MF,Udinese,25.0,22,896,1,0,0.4,1
David Zec,DF,Holstein Kiel,24.0,18,1541,2,0,1.2,5
Jordan Zemura,DF,Udinese,24.0,23,1415,1,2,1.0,3
Robin Zentner,GK,Mainz 05,29.0,32,2880,0,0,0.0,0
Alessio Zerbin,DF,Venezia,25.0,18,1518,1,1,1.9,6
Alessio Zerbin,"FW,DF",Napoli,25.0,2,2,0,0,0.0,0
Kevin Zeroli,MF,Monza,19.0,8,395,0,1,0.8,1
Kevin Zeroli,MF,Milan,19.0,1,12,0,0,0.0,0
Cedric Zesiger,DF,Augsburg,26.0,15,1221,0,2,1.2,2
Cedric Zesiger,DF,Wolfsburg,26.0,7,522,0,0,0.1,1
Michael Zetterer,GK,Werder Bremen,29.0,34,3060,0,0,0.0,0
Nathan Zeze,DF,Nantes,19.0,18,1512,0,0,0.3,2
Edon Zhegrova,"FW,MF",Lille,25.0,12,978,4,1,2.3,9
Piotr Zieliński,MF,Inter,30.0,26,980,2,2,2.6,4
Oleksandr Zinchenko,"DF,MF",Arsenal,27.0,15,527,0,1,0.6,0
Melvin Zinga,GK,Angers,22.0,1,90,0,0,0.0,0
Joshua Zirkzee,"FW,MF",Manchester Utd,23.0,32,1402,3,1,4.8,11
Budu Zivzivadze,FW,Heidenheim,30.0,15,958,2,3,1.7,9
Luck Zogbé,DF,Brest,19.0,13,638,0,0,0.3,1
Nadir Zortea,"DF,MF",Cagliari,25.0,35,2713,6,2,3.1,10
Aristide Zossou,MF,Auxerre,19.0,3,16,0,0,0.0,0
Yanis Zouaoui,"DF,FW",Le Havre,30.0,17,976,0,2,0.1,2
Igor Zubeldia,DF,Real Sociedad,27.0,28,2269,0,0,0.6,4
Martín Zubimendi,MF,Real Sociedad,25.0,36,2962,2,1,2.6,6
Edhy Zuliani,DF,Toulouse,19.0,1,9,0,0,0.0,0
Szymon Żurkowski,MF,Empoli,26.0,5,106,0,0,0.1,0
Martin Ødegaard,MF,Arsenal,25.0,30,2325,3,8,4.8,15
Milan Đurić,FW,Monza,34.0,18,1270,4,1,2.9,10
Milan Đurić,FW,Parma,34.0,9,268,1,0,0.3,1
